sale_id,customer_id,product_id,sale_date,channel,quantity,unit_price,discount_pct
535,54,15,2026-06-14,Web,4,128.66,0.0
536,33,7,2025-03-16,Loja,4,58.53,0.1
537,98,38,2026-04-13,App,3,601.73,0.05
538,68,27,2026-08-06,App,1,118.69,0.0
539,4,39,2026-08-27,App,2,323.32,0.05
540,42,35,2025-08-04,Web,3,330.39,0.1
541,49,34,2025-07-22,Loja,2,322.37,0.15
542,22,14,2026-03-23,Loja,2,260.22,0.0
543,64,16,2026-07-20,Loja,1,318.25,0.0
544,91,27,2025-04-22,Web,2,118.69,0.0
545,46,31,2026-02-18,App,1,177.26,0.0
546,37,35,2025-12-10,Loja,2,330.39,0.0
547,16,17,2025-06-07,Loja,2,764.1,0.05
548,52,40,2025-01-28,App,1,586.39,0.0
549,16,38,2026-04-14,App,3,601.73,0.0
550,94,26,2026-01-26,Web,2,696.52,0.05
551,85,10,2026-04-16,Loja,1,721.56,0.15
552,50,4,2025-10-10,Loja,2,327.73,0.0
553,60,34,2025-12-08,Web,4,322.37,0.15
554,41,3,2026-05-23,App,4,347.25,0.0
555,4,12,2026-05-31,Web,3,489.06,0.05
556,45,5,2026-07-19,App,2,523.44,0.0
557,22,4,2025-06-16,App,2,327.73,0.05
558,26,27,2025-01-11,App,4,118.69,0.05
559,53,19,2026-02-05,Loja,4,522.21,0.15
560,74,1,2025-12-04,App,1,60.7,0.15
561,43,31,2025-01-19,Web,2,177.26,0.0
562,48,40,2025-11-26,App,3,586.39,0.15
563,47,6,2026-08-15,Web,4,787.09,0.05
564,87,26,2025-02-04,Web,1,696.52,0.15
565,5,20,2025-10-31,Loja,2,220.61,0.0
566,65,18,2025-11-19,App,3,226.25,0.05
567,53,7,2026-01-10,Web,2,58.53,0.0
568,6,25,2026-02-11,App,1,633.19,0.0
569,10,17,2025-05-31,Loja,4,764.1,0.05
570,68,37,2026-05-24,Loja,3,217.27,0.1
571,2,8,2026-05-26,App,1,767.92,0.15
572,33,36,2026-03-25,Loja,2,686.46,0.1
573,29,3,2025-06-07,Web,2,347.25,0.1
574,12,9,2026-01-21,Web,1,42.07,0.0
575,45,25,2025-01-08,Web,4,633.19,0.0
576,26,39,2026-06-12,Web,4,323.32,0.15
577,6,3,2026-07-03,App,4,347.25,0.0
578,82,34,2026-04-09,App,3,322.37,0.05
579,75,3,2026-04-05,App,2,347.25,0.0
580,56,31,2026-03-10,App,4,177.26,0.15
581,34,6,2025-10-06,Web,3,787.09,0.1
582,48,22,2026-03-13,Loja,2,124.16,0.1
583,41,12,2025-01-13,Loja,3,489.06,0.0
584,38,11,2025-12-21,Loja,1,640.27,0.0
585,82,27,2025-08-18,App,2,118.69,0.1
586,27,35,2026-07-04,Loja,4,330.39,0.05
587,44,7,2025-08-23,Loja,4,58.53,0.05
588,93,8,2026-04-20,Web,1,767.92,0.15
589,35,11,2026-06-07,Loja,4,640.27,0.15
590,55,25,2025-06-20,Web,1,633.19,0.1
591,28,14,2025-07-18,Loja,1,260.22,0.0
592,100,12,2026-01-26,Web,4,489.06,0.0
593,18,6,2025-01-29,Loja,1,787.09,0.0
594,12,10,2026-03-23,Loja,3,721.56,0.15
595,17,40,2025-03-24,App,2,586.39,0.1
596,38,25,2026-06-07,Loja,2,633.19,0.1
597,42,21,2025-07-22,App,1,606.28,0.1
598,23,2,2026-03-16,App,1,533.57,0.15
599,30,16,2026-06-28,Loja,4,318.25,0.05
600,73,8,2025-12-05,App,4,767.92,0.0
601,92,35,2025-05-06,App,2,330.39,0.0
602,38,4,2025-09-05,Web,2,327.73,0.1
603,87,15,2025-03-22,App,2,128.66,0.0
604,33,23,2025-08-23,Web,3,329.63,0.15
605,58,9,2025-06-11,Loja,4,42.07,0.1
606,27,37,2025-04-02,Web,2,217.27,0.15
607,21,18,2026-04-14,App,4,226.25,0.0
608,4,9,2025-06-11,Loja,1,42.07,0.1
609,62,35,2026-02-05,Web,3,330.39,0.0
610,87,2,2025-09-30,Web,2,533.57,0.0
611,43,7,2026-01-28,App,4,58.53,0.1
612,86,36,2025-04-09,Web,3,686.46,0.0
613,12,4,2025-02-01,Loja,3,327.73,0.1
614,72,31,2025-10-17,Loja,1,177.26,0.15
615,17,38,2026-03-04,Web,4,601.73,0.05
616,94,22,2025-02-22,App,1,124.16,0.0
617,60,26,2025-03-31,Loja,1,696.52,0.0
618,76,37,2026-06-06,Loja,3,217.27,0.0
619,77,19,2025-05-21,Web,3,522.21,0.05
620,11,40,2025-06-07,Web,2,586.39,0.05
621,75,25,2025-01-15,Loja,2,633.19,0.15
622,37,16,2026-01-03,Web,1,318.25,0.05
623,9,33,2025-01-10,Web,3,636.77,0.05
624,28,34,2025-12-06,Loja,1,322.37,0.0
625,62,4,2026-01-10,Loja,4,327.73,0.15
626,46,22,2026-04-05,Loja,4,124.16,0.1
627,36,25,2026-03-27,App,2,633.19,0.15
628,19,12,2026-04-13,Loja,2,489.06,0.0
629,26,26,2025-11-04,App,2,696.52,0.0
630,79,13,2025-05-21,Web,1,397.88,0.15
631,29,33,2026-03-13,Loja,4,636.77,0.0
632,98,22,2026-01-13,Loja,3,124.16,0.15
633,23,2,2026-03-23,App,3,533.57,0.05
634,63,34,2025-04-24,Loja,2,322.37,0.15
635,31,5,2025-08-09,Web,3,523.44,0.0
636,29,4,2026-09-02,App,1,327.73,0.0
637,68,4,2026-06-21,App,1,327.73,0.05
638,51,29,2025-09-20,App,3,504.54,0.1
639,27,18,2025-07-24,App,1,226.25,0.05
640,59,3,2025-11-23,App,2,347.25,0.0
641,47,33,2026-08-14,Loja,2,636.77,0.0
642,23,25,2026-03-05,Loja,4,633.19,0.1
643,83,38,2025-06-23,App,2,601.73,0.0
644,56,9,2026-03-04,Web,1,42.07,0.05
645,9,37,2026-05-31,App,4,217.27,0.1
646,33,14,2025-12-29,Web,2,260.22,0.1
647,68,17,2025-04-02,App,2,764.1,0.0
648,76,20,2025-11-08,Web,2,220.61,0.05
649,83,17,2025-07-16,Loja,3,764.1,0.15
650,62,14,2025-08-04,Web,1,260.22,0.15
651,83,23,2025-01-03,Loja,3,329.63,0.15
652,26,29,2025-02-13,Web,2,504.54,0.0
653,7,2,2026-05-10,Loja,4,533.57,0.0
654,84,40,2025-04-24,Web,2,586.39,0.15
655,25,37,2025-05-02,App,1,217.27,0.0
656,17,40,2025-10-29,Web,4,586.39,0.0
657,16,34,2026-05-05,Web,3,322.37,0.0
658,95,40,2025-03-08,Loja,1,586.39,0.05
659,42,26,2025-12-10,App,2,696.52,0.15
660,20,5,2026-01-14,Web,1,523.44,0.1
661,47,25,2025-10-20,App,1,633.19,0.15
662,67,23,2025-10-20,App,4,329.63,0.05
663,16,31,2025-07-23,Loja,3,177.26,0.1
664,49,30,2026-05-14,Web,3,163.48,0.0
665,94,35,2026-04-29,Loja,4,330.39,0.05
666,18,38,2026-07-11,Loja,4,601.73,0.0
667,14,35,2025-08-21,Loja,3,330.39,0.1
668,92,36,2026-05-20,Web,3,686.46,0.0
669,8,34,2026-08-15,Web,4,322.37,0.15
670,44,37,2025-04-02,Web,1,217.27,0.0
671,71,8,2025-09-20,Loja,3,767.92,0.0
672,89,9,2025-03-07,Web,1,42.07,0.15
673,51,37,2026-07-15,Web,3,217.27,0.0
674,48,34,2025-09-12,Loja,1,322.37,0.15
675,97,35,2026-07-02,App,3,330.39,0.15
676,9,23,2025-05-21,App,2,329.63,0.0
677,100,10,2026-04-06,Web,3,721.56,0.1
678,17,40,2026-05-22,App,1,586.39,0.0
679,33,27,2025-12-18,App,4,118.69,0.15
680,32,16,2025-12-24,Loja,1,318.25,0.05
681,71,23,2025-10-22,Loja,4,329.63,0.0
682,34,29,2026-01-02,App,1,504.54,0.05
683,56,10,2026-08-21,Web,4,721.56,0.1
684,43,1,2025-10-07,Web,3,60.7,0.15
685,58,22,2026-07-29,App,2,124.16,0.0
686,81,16,2026-06-25,App,4,318.25,0.05
687,56,11,2025-06-17,Loja,1,640.27,0.0
688,45,2,2026-01-24,Web,1,533.57,0.1
689,70,32,2025-12-30,Loja,1,491.04,0.1
690,8,25,2026-02-25,Web,4,633.19,0.1
691,82,30,2026-07-06,Loja,1,163.48,0.0
692,4,28,2025-06-05,Loja,3,329.1,0.0
693,87,37,2025-04-16,Loja,1,217.27,0.0
694,46,22,2025-02-28,App,4,124.16,0.15
695,2,40,2026-06-18,Web,2,586.39,0.0
696,48,28,2026-05-02,Loja,1,329.1,0.0
697,79,12,2025-10-09,Web,3,489.06,0.0
698,93,15,2025-01-04,Web,1,128.66,0.15
699,22,19,2025-10-20,App,2,522.21,0.0
700,11,38,2025-02-22,App,3,601.73,0.15
701,30,38,2026-07-18,App,4,601.73,0.15
702,59,13,2025-05-28,Web,1,397.88,0.0
703,84,23,2026-05-20,App,4,329.63,0.0
704,78,34,2025-08-15,Loja,4,322.37,0.15
705,12,34,2026-07-29,App,1,322.37,0.0
706,81,36,2025-12-30,App,1,686.46,0.0
707,86,24,2025-06-07,Web,2,39.75,0.0
708,37,37,2025-04-07,Loja,1,217.27,0.05
709,11,40,2025-03-04,Web,4,586.39,0.0
710,52,36,2025-05-22,App,1,686.46,0.05
711,63,20,2026-07-31,Web,1,220.61,0.05
712,7,26,2025-06-18,Loja,2,696.52,0.0
713,82,28,2026-08-07,Web,3,329.1,0.0
714,12,36,2025-11-18,Loja,2,686.46,0.0
715,93,40,2026-05-06,App,3,586.39,0.15
716,57,2,2025-10-01,Loja,3,533.57,0.05
717,66,37,2025-12-02,App,3,217.27,0.05
718,35,27,2026-07-23,Web,3,118.69,0.1
719,53,12,2025-10-24,Loja,3,489.06,0.0
720,27,25,2026-02-28,App,3,633.19,0.0
721,7,25,2026-02-16,Loja,4,633.19,0.1
722,98,14,2025-11-20,Web,2,260.22,0.1
723,12,22,2026-04-05,App,3,124.16,0.05
724,47,18,2026-04-25,Web,2,226.25,0.05
725,23,22,2025-07-21,App,3,124.16,0.0
726,18,39,2025-02-19,Web,2,323.32,0.1
727,31,27,2026-08-01,Web,1,118.69,0.05
728,20,20,2026-03-15,Web,1,220.61,0.1
729,24,18,2026-02-15,Loja,4,226.25,0.1
730,63,9,2025-01-24,App,2,42.07,0.15
731,94,33,2025-12-12,App,2,636.77,0.05
732,8,35,2025-04-05,Loja,2,330.39,0.05
733,41,17,2025-11-16,Web,3,764.1,0.1
734,46,23,2025-11-26,Web,4,329.63,0.15
735,24,13,2025-10-09,Web,3,397.88,0.0
736,49,19,2025-11-23,Web,2,522.21,0.1
737,34,34,2026-04-12,App,4,322.37,0.1
738,50,37,2025-05-11,App,1,217.27,0.05
739,42,21,2025-02-01,App,4,606.28,0.15
740,20,17,2025-05-30,Web,3,764.1,0.15
741,58,12,2026-04-02,App,4,489.06,0.0
742,42,16,2025-04-10,Loja,2,318.25,0.0
743,35,5,2026-03-20,Web,3,523.44,0.1
744,67,29,2025-03-10,Loja,2,504.54,0.15
745,51,3,2025-03-04,Loja,1,347.25,0.05
746,2,10,2025-03-23,Loja,1,721.56,0.15
747,18,4,2025-01-14,Web,1,327.73,0.0
748,48,31,2025-07-22,Web,3,177.26,0.0
749,64,38,2026-02-11,Web,2,601.73,0.0
750,62,14,2026-08-26,Loja,4,260.22,0.15
751,9,8,2026-02-02,Loja,2,767.92,0.15
752,64,5,2025-04-28,Web,2,523.44,0.1
753,43,33,2026-03-09,App,2,636.77,0.0
754,42,21,2025-09-22,Loja,3,606.28,0.0
755,17,22,2026-07-19,App,3,124.16,0.0
756,31,18,2026-02-23,App,1,226.25,0.15
757,2,17,2026-04-14,App,2,764.1,0.0
758,63,7,2025-12-23,App,2,58.53,0.05
759,69,11,2026-07-16,Loja,4,640.27,0.1
760,32,24,2026-08-02,Web,2,39.75,0.1
761,66,34,2025-04-02,Web,3,322.37,0.0
762,63,27,2026-02-27,App,4,118.69,0.0
763,37,19,2026-02-21,App,2,522.21,0.0
764,92,12,2026-04-22,App,3,489.06,0.05
765,75,37,2026-06-28,App,1,217.27,0.15
766,52,30,2026-02-09,App,4,163.48,0.1
767,3,25,2026-07-03,App,3,633.19,0.15
768,79,14,2025-12-27,Loja,2,260.22,0.15
769,69,26,2026-06-17,Loja,3,696.52,0.1
770,91,28,2026-03-30,Loja,4,329.1,0.0
771,39,13,2026-07-14,Loja,3,397.88,0.05
772,18,14,2026-07-27,Loja,1,260.22,0.0
773,60,39,2025-11-27,Loja,3,323.32,0.15
774,34,20,2025-01-14,Web,2,220.61,0.0
775,1,12,2025-03-24,Loja,1,489.06,0.05
776,95,2,2025-04-22,Web,2,533.57,0.05
777,88,17,2026-05-02,Loja,4,764.1,0.15
778,48,40,2025-09-03,App,4,586.39,0.0
779,38,25,2026-06-11,App,1,633.19,0.15
780,47,29,2026-06-28,Loja,4,504.54,0.0
781,27,19,2025-10-24,Web,2,522.21,0.05
782,18,27,2025-05-02,Loja,2,118.69,0.1
783,100,5,2025-02-02,App,2,523.44,0.0
784,25,11,2025-08-08,Loja,3,640.27,0.0
785,46,28,2025-02-07,App,1,329.1,0.0
786,48,32,2025-07-18,Loja,2,491.04,0.1
787,89,7,2025-01-04,App,1,58.53,0.0
788,84,20,2025-10-05,Loja,2,220.61,0.0
789,11,1,2025-03-23,App,4,60.7,0.1
790,70,38,2026-01-26,App,1,601.73,0.15
791,43,34,2025-05-23,App,1,322.37,0.15
792,3,37,2025-09-18,App,3,217.27,0.0
793,45,15,2025-10-19,App,1,128.66,0.0
794,96,7,2026-07-01,App,2,58.53,0.15
795,47,10,2025-02-17,App,4,721.56,0.05
796,12,8,2025-09-23,Web,3,767.92,0.05
797,57,25,2025-05-03,Web,4,633.19,0.15
798,36,20,2026-05-07,App,3,220.61,0.05
799,34,36,2025-02-24,App,3,686.46,0.15
800,68,8,2026-07-19,App,1,767.92,0.05
801,97,17,2026-02-01,App,3,764.1,0.1
802,7,31,2025-06-15,App,4,177.26,0.1
803,1,13,2025-04-26,App,1,397.88,0.05
804,37,34,2025-01-13,Loja,3,322.37,0.0
805,62,29,2025-06-01,App,4,504.54,0.05
806,22,28,2025-10-10,Loja,2,329.1,0.15
807,86,9,2026-01-03,App,4,42.07,0.15
808,17,8,2025-10-10,Loja,4,767.92,0.1
809,52,24,2025-10-03,Web,2,39.75,0.1
810,3,21,2025-02-08,Loja,4,606.28,0.0
811,94,19,2025-11-10,Web,3,522.21,0.05
812,34,29,2026-08-16,Loja,2,504.54,0.0
813,92,36,2025-02-26,App,1,686.46,0.0
814,59,33,2025-04-14,App,3,636.77,0.1
815,65,10,2025-08-31,App,2,721.56,0.0
816,95,3,2025-04-08,Loja,2,347.25,0.05
817,3,33,2025-10-20,Loja,2,636.77,0.0
818,29,15,2026-04-18,App,3,128.66,0.05
819,48,19,2025-05-25,Web,2,522.21,0.05
820,16,11,2025-08-25,Loja,2,640.27,0.0
821,91,1,2026-03-31,App,1,60.7,0.0
822,85,7,2025-01-03,Web,4,58.53,0.0
823,23,3,2026-02-28,App,2,347.25,0.0
824,5,26,2025-03-29,Loja,2,696.52,0.0
825,75,33,2025-07-05,Web,4,636.77,0.0
826,84,25,2025-11-04,Web,1,633.19,0.1
827,36,28,2025-08-13,Loja,4,329.1,0.05
828,20,36,2025-09-30,Loja,4,686.46,0.0
829,12,20,2025-12-13,Loja,4,220.61,0.05
830,91,3,2026-03-02,Web,3,347.25,0.0
831,59,12,2025-11-11,Web,1,489.06,0.15
832,51,25,2026-04-07,Web,2,633.19,0.0
833,74,11,2025-04-10,Loja,2,640.27,0.0
834,18,40,2025-01-11,App,1,586.39,0.1
835,72,9,2026-02-23,Loja,4,42.07,0.0
836,55,30,2026-06-20,Loja,1,163.48,0.15
837,85,31,2025-07-17,App,3,177.26,0.1
838,30,29,2026-08-29,App,4,504.54,0.05
839,50,10,2026-02-11,App,1,721.56,0.15
840,70,11,2026-01-25,App,2,640.27,0.05
841,43,21,2026-03-06,Loja,4,606.28,0.0
842,66,34,2026-09-03,Web,2,322.37,0.0
843,76,20,2025-12-06,Web,4,220.61,0.1
844,90,33,2025-04-09,Loja,2,636.77,0.0
845,68,21,2026-07-12,Loja,2,606.28,0.05
846,68,20,2025-10-15,Web,4,220.61,0.0
847,6,3,2025-04-12,App,3,347.25,0.0
848,8,20,2026-07-12,Loja,3,220.61,0.05
849,4,9,2026-06-04,App,4,42.07,0.05
850,41,2,2026-04-15,Web,4,533.57,0.0
851,10,40,2025-09-29,App,2,586.39,0.1
852,55,1,2025-05-24,App,4,60.7,0.1
853,62,15,2025-10-17,App,2,128.66,0.15
854,31,32,2025-07-13,Loja,4,491.04,0.15
855,87,14,2025-08-25,Loja,3,260.22,0.0
856,94,5,2025-10-09,Web,2,523.44,0.0
857,85,6,2025-10-06,App,4,787.09,0.1
858,29,25,2025-03-01,Web,2,633.19,0.0
859,80,34,2026-08-04,App,4,322.37,0.1
860,1,11,2026-04-17,Web,2,640.27,0.05
861,95,33,2025-08-14,Web,3,636.77,0.0
862,21,25,2025-01-22,App,1,633.19,0.0
863,12,27,2026-01-16,App,1,118.69,0.05
864,11,14,2026-03-11,App,4,260.22,0.05
865,2,36,2026-05-23,Web,1,686.46,0.1
866,89,23,2026-06-07,App,3,329.63,0.0
867,12,4,2025-12-10,Loja,3,327.73,0.1
868,49,37,2025-10-20,App,3,217.27,0.15
869,85,25,2025-11-30,App,2,633.19,0.15
870,26,17,2026-05-19,Loja,1,764.1,0.1
871,52,36,2025-06-25,App,3,686.46,0.0
872,58,3,2025-01-27,Web,3,347.25,0.15
873,55,2,2026-03-05,Loja,1,533.57,0.0
874,92,36,2025-04-18,Web,3,686.46,0.05
875,44,23,2026-01-24,Loja,4,329.63,0.15
876,100,12,2025-02-10,Web,4,489.06,0.05
877,94,25,2025-01-20,Web,4,633.19,0.0
878,89,17,2025-12-07,Loja,4,764.1,0.0
879,5,14,2025-12-24,App,4,260.22,0.0
880,7,27,2026-08-13,App,1,118.69,0.15
881,55,8,2025-01-17,Web,4,767.92,0.0
882,80,32,2025-03-03,App,1,491.04,0.0
883,16,24,2026-07-19,Web,3,39.75,0.0
884,53,8,2026-08-14,Web,2,767.92,0.15
885,99,39,2025-11-17,App,3,323.32,0.0
886,4,34,2026-07-23,Loja,2,322.37,0.05
887,6,8,2025-08-08,Loja,3,767.92,0.1
888,48,38,2025-08-19,Web,3,601.73,0.0
889,30,1,2025-07-12,App,1,60.7,0.0
890,59,19,2025-03-02,App,4,522.21,0.05
891,99,39,2026-03-05,App,2,323.32,0.0
892,81,17,2025-12-05,App,2,764.1,0.0
893,62,17,2025-02-12,Web,3,764.1,0.0
894,47,25,2025-07-31,App,2,633.19,0.0
895,63,34,2025-04-10,App,1,322.37,0.0
896,60,13,2026-05-13,Loja,2,397.88,0.1
897,18,34,2025-05-28,Loja,2,322.37,0.0
898,91,4,2026-06-24,Web,3,327.73,0.1
899,22,34,2025-03-31,Loja,3,322.37,0.0
900,50,34,2026-02-10,App,2,322.37,0.1
901,13,10,2025-04-03,Loja,1,721.56,0.0
902,29,18,2025-06-03,App,4,226.25,0.05
903,43,38,2025-01-20,Web,2,601.73,0.0
904,27,7,2026-08-07,Loja,2,58.53,0.15
905,99,6,2025-08-11,Web,3,787.09,0.05
906,63,32,2025-07-11,Loja,3,491.04,0.05
907,35,1,2026-07-22,Web,3,60.7,0.0
908,17,16,2025-12-20,App,1,318.25,0.05
909,99,26,2025-03-31,App,1,696.52,0.1
910,67,21,2026-01-06,App,3,606.28,0.0
911,46,20,2026-01-14,App,1,220.61,0.15
912,61,19,2025-07-09,App,3,522.21,0.0
913,61,14,2025-01-22,Web,4,260.22,0.1
914,1,33,2025-01-15,Web,4,636.77,0.05
915,29,13,2025-01-23,Web,2,397.88,0.1
916,93,34,2025-01-14,Loja,3,322.37,0.05
917,4,26,2025-04-03,Web,4,696.52,0.1
918,76,23,2026-04-01,Loja,4,329.63,0.05
919,52,38,2025-12-31,Loja,4,601.73,0.1
920,89,8,2026-08-21,Web,1,767.92,0.1
921,3,32,2026-07-10,Loja,4,491.04,0.1
922,32,5,2025-12-30,Loja,3,523.44,0.05
923,66,39,2025-05-12,Web,4,323.32,0.05
924,58,9,2025-10-11,Web,4,42.07,0.0
925,92,28,2026-01-11,App,2,329.1,0.1
926,15,19,2026-06-28,Loja,4,522.21,0.0
927,69,28,2025-06-21,Web,3,329.1,0.15
928,15,5,2025-08-24,Web,1,523.44,0.0
929,55,14,2026-02-26,Web,1,260.22,0.0
930,25,25,2025-12-06,Loja,1,633.19,0.0
931,67,14,2025-03-31,Loja,1,260.22,0.05
932,91,15,2026-06-23,App,1,128.66,0.15
933,37,2,2025-12-11,App,2,533.57,0.1
934,67,18,2025-11-16,Web,3,226.25,0.0
935,97,9,2026-07-26,Web,1,42.07,0.05
936,10,20,2025-05-09,Web,4,220.61,0.0
937,75,3,2026-01-23,Web,2,347.25,0.0
938,58,26,2025-05-03,App,3,696.52,0.1
939,8,16,2026-05-02,Loja,3,318.25,0.0
940,18,30,2026-08-29,Loja,1,163.48,0.05
941,70,20,2025-10-26,Web,3,220.61,0.0
942,22,16,2026-03-30,Web,1,318.25,0.0
943,34,24,2025-04-23,Web,2,39.75,0.15
944,99,26,2025-10-10,App,1,696.52,0.0
945,43,24,2025-03-06,Web,4,39.75,0.15
946,34,13,2025-06-29,Web,4,397.88,0.0
947,29,2,2026-08-24,Loja,3,533.57,0.0
948,87,6,2025-01-15,Web,4,787.09,0.05
949,56,30,2025-09-25,App,1,163.48,0.0
950,1,38,2025-12-12,Web,1,601.73,0.05
951,83,29,2025-02-08,Web,1,504.54,0.0
952,75,37,2026-01-03,Loja,4,217.27,0.0
953,10,16,2025-06-30,App,4,318.25,0.1
954,35,13,2026-03-24,Loja,4,397.88,0.05
955,92,38,2026-01-13,Loja,1,601.73,0.05
956,10,39,2026-05-04,App,3,323.32,0.05
957,6,32,2025-12-24,App,4,491.04,0.0
958,3,18,2025-06-30,Web,3,226.25,0.0
959,99,18,2026-07-06,App,3,226.25,0.05
960,79,27,2026-06-19,App,2,118.69,0.0
961,3,32,2025-04-18,Loja,2,491.04,0.05
962,2,35,2026-04-27,Loja,2,330.39,0.15
963,63,24,2025-03-30,Web,2,39.75,0.05
964,48,35,2025-09-08,Web,1,330.39,0.1
965,2,3,2026-08-21,Loja,3,347.25,0.05
966,87,31,2025-11-10,App,1,177.26,0.1
967,97,38,2026-08-07,Web,4,601.73,0.0
968,37,4,2025-03-12,Web,1,327.73,0.1
969,59,1,2025-03-12,Web,3,60.7,0.15
970,19,34,2026-03-18,App,4,322.37,0.15
971,67,30,2026-04-15,App,1,163.48,0.05
972,68,10,2025-08-23,Web,4,721.56,0.0
973,23,7,2025-10-20,Web,3,58.53,0.0
974,75,7,2026-01-22,App,2,58.53,0.0
975,85,34,2025-03-25,Loja,1,322.37,0.05
976,98,18,2026-05-15,Loja,3,226.25,0.0
977,60,30,2025-05-31,Web,2,163.48,0.05
978,79,33,2025-08-15,App,3,636.77,0.05
979,9,7,2026-05-17,App,4,58.53,0.0
980,62,11,2026-05-05,Web,4,640.27,0.15
981,96,30,2025-09-07,Loja,1,163.48,0.0
982,23,9,2025-10-11,Web,1,42.07,0.1
983,96,29,2026-01-14,Loja,3,504.54,0.15
984,48,9,2025-06-26,App,4,42.07,0.05
985,40,39,2026-03-09,Loja,4,323.32,0.1
986,80,29,2025-02-20,Loja,2,504.54,0.05
987,15,5,2026-01-11,Loja,1,523.44,0.0
988,42,8,2026-02-04,Web,1,767.92,0.0
989,11,4,2026-07-17,App,4,327.73,0.0
990,45,10,2025-11-16,Web,2,721.56,0.15
991,42,35,2025-11-18,App,2,330.39,0.0
992,82,34,2025-02-01,App,3,322.37,0.15
993,27,33,2025-08-10,Web,2,636.77,0.0
994,88,10,2026-06-10,Web,1,721.56,0.15
995,17,28,2026-02-28,Loja,1,329.1,0.1
996,58,36,2026-04-22,App,3,686.46,0.1
997,78,5,2026-01-25,Web,4,523.44,0.0
998,91,23,2026-03-31,Web,2,329.63,0.0
999,31,18,2026-04-25,Web,1,226.25,0.1
1000,25,35,2026-05-11,App,3,330.39,0.0
1001,29,39,2026-07-15,App,3,323.32,0.1
1002,68,13,2025-01-01,App,3,397.88,0.0
1003,95,10,2025-08-15,Loja,2,721.56,0.05
1004,30,20,2026-04-16,Loja,2,220.61,0.0
1005,43,23,2025-01-31,App,2,329.63,0.1
1006,100,37,2026-03-07,Web,1,217.27,0.0
1007,33,25,2025-01-16,App,1,633.19,0.0
1008,65,7,2025-02-25,Loja,1,58.53,0.0
1009,36,15,2026-04-04,Loja,4,128.66,0.0
1010,7,29,2026-06-09,App,4,504.54,0.05
1011,21,26,2026-08-21,Web,3,696.52,0.0
1012,52,22,2025-07-22,App,1,124.16,0.05
1013,33,40,2026-08-08,Web,1,586.39,0.15
1014,51,25,2026-08-14,App,1,633.19,0.05
1015,60,39,2025-12-27,App,1,323.32,0.15
1016,63,17,2025-03-15,Web,1,764.1,0.05
1017,84,5,2026-03-23,Web,4,523.44,0.0
1018,97,2,2026-03-10,App,3,533.57,0.15
1019,33,4,2026-06-17,App,2,327.73,0.1
1020,2,15,2026-02-13,App,1,128.66,0.05
1021,65,35,2026-01-10,Web,3,330.39,0.0
1022,57,29,2026-03-30,App,3,504.54,0.05
1023,45,14,2026-01-15,Loja,1,260.22,0.0
1024,54,8,2025-04-24,App,1,767.92,0.0
1025,34,1,2026-07-23,Web,1,60.7,0.05
1026,32,24,2025-02-14,App,4,39.75,0.0
1027,42,38,2026-07-08,Web,4,601.73,0.05
1028,89,23,2025-01-03,Web,3,329.63,0.0
1029,58,4,2025-03-16,App,4,327.73,0.0
1030,73,13,2025-01-01,App,4,397.88,0.0
1031,84,6,2026-03-11,Web,4,787.09,0.05
1032,45,40,2025-09-18,Web,4,586.39,0.05
1033,4,21,2026-06-21,Web,3,606.28,0.15
1034,3,17,2025-11-05,App,1,764.1,0.15
1035,4,26,2025-03-15,Web,1,696.52,0.0
1036,38,28,2025-04-17,Loja,3,329.1,0.05
1037,1,5,2025-07-22,Loja,2,523.44,0.05
1038,19,28,2025-04-15,Loja,4,329.1,0.1
1039,6,25,2025-05-14,Loja,2,633.19,0.0
1040,90,35,2025-02-03,Web,2,330.39,0.15
1041,25,36,2026-01-04,App,3,686.46,0.05
1042,29,11,2026-02-06,Web,1,640.27,0.0
1043,2,12,2025-08-10,Loja,2,489.06,0.0
1044,100,24,2026-03-13,Loja,1,39.75,0.1
1045,64,11,2025-08-31,App,4,640.27,0.0
1046,82,13,2025-03-25,Web,2,397.88,0.15
1047,9,19,2025-09-15,App,2,522.21,0.1
1048,28,5,2025-09-29,App,2,523.44,0.1
1049,22,7,2026-04-23,Web,4,58.53,0.1
1050,71,38,2025-12-08,Web,1,601.73,0.0
1051,36,2,2026-05-03,Web,4,533.57,0.1
1052,10,34,2026-01-26,Loja,2,322.37,0.0
1053,38,12,2026-07-28,Loja,1,489.06,0.15
1054,56,18,2025-07-18,App,1,226.25,0.15
1055,47,38,2025-04-13,App,1,601.73,0.0
1056,48,36,2026-07-23,Loja,3,686.46,0.15
1057,68,24,2025-07-20,Loja,4,39.75,0.0
1058,74,33,2025-04-24,Web,3,636.77,0.05
1059,85,8,2025-11-26,Web,1,767.92,0.0
1060,38,28,2026-01-17,App,3,329.1,0.05
1061,14,34,2025-06-10,App,4,322.37,0.0
1062,49,36,2026-03-27,App,4,686.46,0.0
1063,73,38,2026-07-24,Loja,4,601.73,0.15
1064,44,27,2025-03-01,App,4,118.69,0.1
1065,69,38,2026-04-24,Loja,2,601.73,0.0
1066,19,1,2026-04-13,Web,3,60.7,0.0
1067,46,29,2025-05-11,Loja,4,504.54,0.05
1068,10,7,2025-06-02,Web,2,58.53,0.15
1069,90,4,2025-08-24,Web,1,327.73,0.15
